"候选写法","提及评论数","涉及视频数","涉及城市","涉及区县或县级市","有效推荐语境数","戏谑或比较语境数","负面语境数","仅提及语境数","语义判定依据","最高点赞数","召回方式","召回级别","证据BV号","证据评论ID","证据摘录","处理建议"
"但是它的陷超级","2","1","无锡市","无锡市","2","0","0","0","明确正向用餐体验","3","推荐／店名句式","B-存在明确推荐","BV1QT421C7iV","243238442384","无锡玉兰饼是咸鲜甜口，根本就不是纯甜。 无锡菜很少有纯甜味的，都是咸入口，甜收口。糖是调鲜味的。无锡玉兰饼确实很好吃（我不爱吃油炸的，但是它的陷超级好吃）。个人觉得咸甜口比纯咸味的好吃。","优先平台检索"
"但是真的","2","2","无锡市","无锡市","2","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1cURwYnEum","257132086720","王兴记他们现在的面用的都不是苏面，汤没有味道，河虾肉质软烂不新鲜，小笼包口味改良过，不甜；功德林的面煮的时间太长，没有韧性，辣酱跟水一样，不稠；两家老字号都不如以前[翻白眼]要去他们家吃饭，我不如去南禅寺吃素面，虽然一碗素面30多，但是真的…","优先平台检索"
"但是真的很","2","2","无锡市","无锡市","2","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","196926635856","是这样的，我不是无锡人但是我是杭州的，也很喜欢吃甜的，当我和别人说无锡甜的小笼包好吃库库被人质疑，但是真的很好吃啊。我火锅蘸料还放糖，我去成都玩完全被成都朋友嫌弃了…：：","优先平台检索"
"东西","2","2","无锡市","无锡市","2","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1vieoz9Eb9","273983771792","为什么？物美价廉，东西好吃，为啥不去。老高也去过，评价也不错，难道你想说都充值了？","优先平台检索"
"都说很","2","2","无锡市","无锡市","2","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195555084016","回复：哪家的酱排骨，同样是排骨，我带去北京请北方6省的同学吃，都说很好吃，而且没有那么甜。甜的那种饭店就很离谱。","优先平台检索"
"反正我觉得挺","2","2","无锡市","无锡市","2","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV15KSbYKEZS","247344103152","回复：熙盛源不是无锡人从小吃到大的么，反正我觉得挺好吃的","优先平台检索"
"过最","2","2","无锡市","无锡市","2","0","0","0","明确正向用餐体验","7","门店后缀／推荐／店名句式","B-存在明确推荐","BV1Ue4y1r7QE","133059139968","吃过最好吃的酸辣汤 小馄饨 凉皮 都是在无锡吃到的 我巨巨巨讨厌咸甜味 比如蛋黄酥里的豆沙 金沙包里的流沙馅 火腿月饼里的糖浆等等 但是无锡酱甜的思路我是接受的 糖可以压下酱油的苦腥 只是量因人而异","优先平台检索"
"还觉得挺","2","1","无锡市","无锡市","2","0","0","0","明确正向用餐体验","6","推荐／店名句式","B-存在明确推荐","BV1e314YJEFA","245730230704","熙盛源的开洋馄饨和小笼包正宗吗，我去无锡吃过一次，还觉得挺好吃的","优先平台检索"
"江苏最","2","2","无锡市","无锡市","2","0","0","0","明确正向用餐体验","3","推荐／店名句式","B-存在明确推荐","BV1e314YJEFA","245703026304","江苏最好吃的现在都在苏中，哈哈哈哈。真的哦","优先平台检索"
"江西小炒是真","2","2","无锡市","无锡市","2","0","0","0","明确正向用餐体验","7","推荐／店名句式","B-存在明确推荐","BV1e314YJEFA","245411990561","回复：江西小炒是真好吃","优先平台检索"
"酱排骨很","2","1","无锡市","无锡市","2","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195807538912","回复：无锡酱排骨很好吃的，你是被景区或者一些不太专业的店家坑了，传统酱排骨应该是甜咸鲜混合，冰糖甜味只是调和，并不会很重的","优先平台检索"
"就没","2","2","无锡市","无锡市","2","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1GgXNBiESt","296955766160","无锡就没好吃的[笑哭]","优先平台检索"
"觉得挺","2","2","无锡市","无锡市","2","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","198327479184","去无锡玩过半个月，甜确实是甜的，真没觉得甜的那么夸张，不至于是齁。我不怎么吃甜食的，无锡的饭菜都可以接受，觉得挺好吃的。","优先平台检索"
"看起来好","2","2","无锡市","无锡市","2","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV15KSbYKEZS","245827723680","我要吃！！看起来好好吃！请问拼好饭上有没有？[星星眼][星星眼]","优先平台检索"
"看着","2","1","无锡市","无锡市","2","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1GgXNBiESt","294874139585","这个看着好吃😋","优先平台检索"
"看着就","2","2","无锡市","无锡市","2","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Ue4y1r7QE","132715312864","看着就好吃，我能当饭隔天吃[doge]","优先平台检索"
"看着挺","2","2","无锡市","无锡市","2","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1WrK56AEKj","306374619889","看着挺好吃","优先平台检索"
"可是甜甜的真的很","2","1","无锡市","无锡市","2","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195795250544","可是甜甜的真的很好吃啊！！！！！","优先平台检索"
"可是真的很","2","1","无锡市","无锡市","2","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195932840176","回复：可是真的很好吃[大哭][大哭][大哭]","优先平台检索"
"老高","2","1","无锡市","无锡市","2","0","0","0","明确到店或菜品推荐","0","门店后缀","B-存在明确推荐","BV1cURwYnEum","257086364032","老高可以去嵊州尝尝嵊州小笼包","优先平台检索"
"两盘","2","1","无锡市","无锡市","2","0","0","0","明确到店或菜品推荐","38","推荐／店名句式","B-存在明确推荐","BV1WrK56AEKj","309653476944","拼盘已经优化了，很好了，以前是必吃两盘，还有烤肠什么杂七杂八的","优先平台检索"
"没以前","2","2","无锡市","江阴市／无锡市","2","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1wi4y1z7oD","202416129952","这里是常州人，说说我觉得好吃的店，常州吃豆腐汤可以去西新桥三村银丝面店，他们家有个萝卜丝馅的包子也好吃。吃完出门左转老杨汤包，汤包好吃。出门右转往菜场方向走，上午十点左右，托福炸鸡排开门，可以整个鸡排鸡腿恰恰。吃酸菜馅包子去银桂馒头店。吃面…","优先平台检索"
"梅花糕超","2","2","无锡市","无锡市","2","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195596524000","我觉得一顿饭一个人炫一整盘红烧排骨，不是正常人会做的事，饭店老板也是看到你这么吃，怕你齁死才送你一盘莴苣丝，生怕你一个探店洋妞给他吃出啥差评来。。。 梅花糕超好吃好么，我的舅爷爷以前就是摆小摊做梅花糕的，而且不止有肉馅的哦，小时候带同学去消…","优先平台检索"
"那面才","2","2","无锡市","无锡市","2","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195530887344","是这样的，我平时去吃面，都会去舀一勺糖放拌面里，那面才好吃","优先平台检索"
"排骨超","2","1","无锡市","无锡市","2","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV15KSbYKEZS","245642845873","无锡排骨超好吃。","优先平台检索"
"强烈","2","2","无锡市","无锡市","2","0","0","0","明确到店或菜品推荐","0","门店后缀／推荐／店名句式","B-存在明确推荐","BV1Ue4y1r7QE","134915048496","无锡的甜是咸甜，很鲜的那种。不是很腻的【那种大哭】强烈推荐玉兰饼超级超级超级好吃！虽然油比较大但就是很好吃！拌馄饨也好吃荠菜馅甜酱油真的很绝！","优先平台检索"
"确实没啥","2","2","无锡市","无锡市","2","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1GgXNBiESt","294338269889","无锡确实没啥好吃的自助，小时候吃金钱豹，长大反而没东西吃了","优先平台检索"
"肉的","2","2","无锡市","无锡市","2","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1ti421i77i","226693463344","还是肉的好吃","优先平台检索"
"稍微","2","2","无锡市","江阴市／无锡市","2","0","0","0","明确正向用餐体验","3","推荐／店名句式","B-存在明确推荐","BV1L1421Z7Zz","218107740976","视频中没出现价格，不然绝对很多人劝退[滑稽]。就上来那早餐人均50以上。陶兴宝我7，8年前跟我朋友吃早餐常去，2个人差不多就是100左右，现在估计更贵了。至于河鲜，稍微好吃点的3，4个人小1000吧。","优先平台检索"
"狮子头","2","2","无锡市","无锡市","2","0","0","0","明确正向用餐体验","172","推荐／店名句式","B-存在明确推荐","BV15KSbYKEZS","245828544336","的确是的 酱排骨 猪脚汤 豆皮包肉都是老无锡餐馆才有的还有个红烧青鱼段。你在淮扬菜系只要吃到豆皮包肉 面筋包肉 狮子头好吃的店都可以认为店还不错，这都是老菜而且现在预知贼多的菜品而且这东西手工做的和预制味道差很多不是新鲜的肉品质差都会影响到…","优先平台检索"
"他们家有个萝卜丝馅的包子","2","1","无锡市","无锡市","2","0","0","0","明确正向用餐体验","0","门店后缀","B-存在明确推荐","BV1wi4y1z7oD","202416129952","这里是常州人，说说我觉得好吃的店，常州吃豆腐汤可以去西新桥三村银丝面店，他们家有个萝卜丝馅的包子也好吃。吃完出门左转老杨汤包，汤包好吃。出门右转往菜场方向走，上午十点左右，托福炸鸡排开门，可以整个鸡排鸡腿恰恰。吃酸菜馅包子去银桂馒头店。吃面…","优先平台检索"
"他们家有个萝卜丝馅的包子也","2","1","无锡市","无锡市","2","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1wi4y1z7oD","202416129952","这里是常州人，说说我觉得好吃的店，常州吃豆腐汤可以去西新桥三村银丝面店，他们家有个萝卜丝馅的包子也好吃。吃完出门左转老杨汤包，汤包好吃。出门右转往菜场方向走，上午十点左右，托福炸鸡排开门，可以整个鸡排鸡腿恰恰。吃酸菜馅包子去银桂馒头店。吃面…","优先平台检索"
"甜的肉","2","2","无锡市","无锡市","2","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","196145328096","甜的肉好吃，甜的面食就是猪饲料","优先平台检索"
"甜甜的","2","1","无锡市","无锡市","2","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195708268528","我在无锡住过九年，感觉是其实还行，他的菜也没有非常甜，主要的味道还是咸的，除了糖醋排骨以外。当然、点心不算菜，他另行讨论。 肉菜印象里是会更甜，但吃素的感官还好。甜甜的好吃！当然，我没有学会无锡人吃面喝粥怼四勺糖的吃法，但除此以外，我觉着烧…","优先平台检索"
"味道","2","2","无锡市","无锡市","2","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1vieoz9Eb9","273985777680","翠宏，并夕夕买很便宜的，味道很不错","优先平台检索"
"无敌","2","2","无锡市","无锡市","2","0","0","0","明确正向用餐体验","46","推荐／店名句式","B-存在明确推荐","BV1otyHYuE1S","244979695361","纯东北人爱死无锡的甜了，甜的菜，甜的包子，无敌好吃。","优先平台检索"
"西新桥三村银丝面店","2","1","无锡市","无锡市","2","0","0","0","明确到店或菜品推荐","0","推荐／店名句式","B-存在明确推荐","BV1wi4y1z7oD","202416129952","这里是常州人，说说我觉得好吃的店，常州吃豆腐汤可以去西新桥三村银丝面店，他们家有个萝卜丝馅的包子也好吃。吃完出门左转老杨汤包，汤包好吃。出门右转往菜场方向走，上午十点左右，托福炸鸡排开门，可以整个鸡排鸡腿恰恰。吃酸菜馅包子去银桂馒头店。吃面…","优先平台检索"
